Number,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,ProductId,State,Market,Market Size,Product Type,Product,Type
3762,39,71,131,52,45,17,405,1,Wisconsin,Central,Small Market,Espresso,Decaf Irish Cream,Regular
3763,42,64,114,43,36,13,419,2,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
3764,-7,71,130,51,76,46,503,3,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Decaf
3765,85,99,169,60,42,18,329,8,Illinois,Central,Major Market,Herbal Tea,Decaf Espresso,Regular
3766,67,70,126,48,25,13,851,9,California,West,Major Market,Herbal Tea,Regular Espresso,Decaf
3767,45,67,120,46,37,14,449,11,Florida,East,Major Market,Herbal Tea,Chamomile,Decaf
3768,0,84,153,60,84,54,606,12,California,West,Major Market,Tea,Lemon,Decaf
3769,71,94,185,80,46,24,1055,5,Iowa,Central,Small Market,Tea,Mint,Regular
3770,15,29,54,22,19,7,573,6,Ohio,Central,Major Market,Tea,Darjeeling,Regular
3771,22,70,134,56,55,21,385,1,Missouri,Central,Small Market,Coffee,Amaretto,Regular
3772,27,134,245,96,116,87,683,2,Oklahoma,South,Small Market,Coffee,Columbian,Regular
3773,91,116,215,86,55,28,547,3,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3774,50,98,189,79,64,30,593,9,New Hampshire,East,Small Market,Espresso,Caffe Latte,Regular
3775,52,77,151,65,42,20,1053,10,New York,East,Major Market,Espresso,Caffe Mocha,Decaf
3776,53,59,106,40,23,11,881,11,Wisconsin,Central,Small Market,Espresso,Decaf Espresso,Decaf
3777,27,36,64,24,18,6,806,13,Ohio,Central,Major Market,Espresso,Regular Espresso,Decaf
3778,1,84,153,60,83,54,606,5,Massachusetts,East,Major Market,Herbal Tea,Chamomile,Regular
3779,31,64,118,47,43,15,375,6,Illinois,Central,Major Market,Herbal Tea,Lemon,Regular
3780,171,188,334,125,73,41,1119,2,California,West,Major Market,Herbal Tea,Mint,Regular
3781,15,29,54,22,19,7,573,8,California,West,Major Market,Tea,Darjeeling,Regular
3782,24,70,134,56,54,21,385,9,Illinois,Central,Major Market,Tea,Earl Grey,Regular
3783,71,94,185,80,46,24,1055,10,New York,East,Major Market,Tea,Green Tea,Decaf
3784,52,56,100,38,21,10,871,11,Missouri,Central,Small Market,Coffee,Amaretto,Regular
3785,68,70,126,48,24,13,851,13,Iowa,Central,Small Market,Coffee,Columbian,Regular
3786,27,134,245,96,116,87,683,5,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3787,89,116,215,86,56,28,547,6,California,West,Major Market,Espresso,Caffe Latte,Regular
3788,95,123,218,82,59,27,788,2,Missouri,Central,Small Market,Espresso,Caffe Mocha,Decaf
3789,113,127,232,91,51,28,656,3,California,West,Major Market,Espresso,Decaf Espresso,Decaf
3790,19,66,128,54,53,20,404,9,Texas,South,Major Market,Espresso,Regular Espresso,Decaf
3791,30,39,70,27,19,7,859,11,Nevada,West,Small Market,Herbal Tea,Chamomile,Regular
3792,22,32,56,21,17,5,480,13,California,West,Major Market,Coffee,Amaretto,Regular
3793,-16,65,124,51,76,46,542,5,Florida,East,Major Market,Coffee,Columbian,Regular
3794,137,161,343,161,69,45,1267,7,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
3795,516,402,505,72,54,23,-3004,2,Iowa,Central,Small Market,Espresso,Caffe Latte,Regular
3796,-4,43,82,34,46,12,240,9,Ohio,Central,Major Market,Espresso,Caffe Mocha,Regular
3797,21,31,55,21,17,5,846,11,Missouri,Central,Small Market,Espresso,Decaf Espresso,Decaf
3798,47,43,46,0,11,0,430,13,Oklahoma,South,Small Market,Espresso,Regular Espresso,Regular
3799,-10,64,116,45,71,41,320,5,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
3800,-18,31,60,25,43,9,209,7,New Hampshire,East,Small Market,Herbal Tea,Lemon,Decaf
3801,49,71,128,49,38,15,310,1,New York,East,Major Market,Herbal Tea,Mint,Decaf
3802,36,69,121,45,45,14,447,2,Wisconsin,Central,Small Market,Tea,Darjeeling,Regular
3803,191,258,547,255,129,96,1622,9,Ohio,Central,Major Market,Tea,Earl Grey,Regular
3804,-252,-75,175,239,95,74,4360,10,Massachusetts,East,Major Market,Tea,Green Tea,Regular
3805,171,157,282,108,42,30,971,11,Illinois,Central,Major Market,Coffee,Amaretto,Regular
3806,199,179,322,123,45,34,915,12,California,West,Major Market,Coffee,Columbian,Regular
3807,116,111,199,76,33,21,580,13,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
3808,-300,-56,74,125,146,113,3142,5,Connecticut,East,Small Market,Espresso,Caffe Latte,Regular
3809,646,526,815,239,91,66,1197,7,Washington,West,Small Market,Espresso,Caffe Mocha,Regular
3810,367,390,693,260,143,91,2548,2,California,West,Major Market,Espresso,Decaf Espresso,Decaf
3811,129,133,251,103,46,33,564,8,Texas,South,Major Market,Espresso,Regular Espresso,Regular
3812,50,98,189,79,64,30,593,9,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
3813,70,71,127,48,24,13,829,2,California,West,Major Market,Herbal Tea,Lemon,Decaf
3814,67,70,126,48,25,13,851,3,Texas,South,Major Market,Herbal Tea,Mint,Decaf
3815,1,84,153,60,83,54,-762,4,Ohio,Central,Major Market,Tea,Darjeeling,Regular
3816,86,99,169,60,41,18,329,5,Illinois,Central,Major Market,Tea,Earl Grey,Regular
3817,45,67,120,46,37,14,449,6,Illinois,Central,Major Market,Tea,Green Tea,Regular
3818,21,31,55,21,17,5,846,8,Louisiana,South,Small Market,Coffee,Amaretto,Regular
3819,9,37,72,31,31,9,1000,9,Ohio,Central,Major Market,Coffee,Columbian,Regular
3820,34,69,121,45,46,14,447,2,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3821,-39,23,116,86,49,26,1698,3,Washington,West,Small Market,Espresso,Caffe Latte,Regular
3822,-18,31,60,25,43,9,-466,4,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3823,-9,64,116,45,70,41,320,5,Wisconsin,Central,Small Market,Espresso,Decaf Espresso,Decaf
3824,21,53,98,39,39,12,244,6,Texas,South,Major Market,Espresso,Regular Espresso,Regular
3825,24,70,134,56,54,21,385,8,Colorado,Central,Major Market,Herbal Tea,Chamomile,Decaf
3826,25,134,245,96,117,87,683,9,Florida,East,Major Market,Herbal Tea,Lemon,Decaf
3827,110,115,218,90,41,29,572,2,Illinois,Central,Major Market,Herbal Tea,Mint,Decaf
3828,31,39,70,27,18,7,859,3,California,West,Major Market,Tea,Darjeeling,Regular
3829,113,127,232,91,51,28,-1785,4,Illinois,Central,Major Market,Tea,Earl Grey,Regular
3830,22,32,56,21,17,5,480,5,Missouri,Central,Small Market,Tea,Green Tea,Regular
3831,96,123,218,82,58,27,788,6,New York,East,Major Market,Coffee,Amaretto,Regular
3832,39,71,131,52,45,17,405,8,Louisiana,South,Small Market,Coffee,Columbian,Regular
3833,42,64,114,43,36,13,419,9,Iowa,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
3834,275,281,554,239,96,74,1246,2,Florida,East,Major Market,Espresso,Caffe Latte,Regular
3835,39,51,96,39,25,12,541,3,California,West,Major Market,Espresso,Caffe Mocha,Regular
3836,82,110,194,72,55,23,-868,4,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
3837,197,179,322,123,46,34,915,5,Ohio,Central,Major Market,Espresso,Regular Espresso,Regular
3838,116,111,199,76,33,21,580,6,Louisiana,South,Small Market,Herbal Tea,Chamomile,Decaf
3839,-9,64,116,45,70,41,320,11,Massachusetts,East,Major Market,Herbal Tea,Lemon,Decaf
3840,21,53,98,39,39,12,244,12,New York,East,Major Market,Herbal Tea,Mint,Decaf
3841,-18,31,60,25,43,9,209,13,Massachusetts,East,Major Market,Tea,Darjeeling,Regular
3842,49,71,128,49,38,15,310,8,Florida,East,Major Market,Tea,Earl Grey,Regular
3843,34,69,121,45,46,14,447,9,Washington,West,Small Market,Tea,Green Tea,Regular
3844,-40,23,116,86,50,26,1698,10,Texas,South,Major Market,Coffee,Amaretto,Regular
3845,129,133,251,103,46,33,564,5,Florida,East,Major Market,Coffee,Columbian,Regular
3846,55,59,106,40,22,11,881,6,Oklahoma,South,Small Market,Coffee,Decaf Irish Cream,Decaf
3847,53,77,151,65,41,20,1053,1,Florida,East,Major Market,Espresso,Caffe Latte,Regular
3848,33,64,118,47,42,15,375,2,California,West,Major Market,Espresso,Caffe Mocha,Regular
3849,50,98,189,79,64,30,593,3,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
3850,42,47,84,32,19,8,833,4,Massachusetts,East,Major Market,Espresso,Regular Espresso,Regular
3851,199,179,322,123,45,34,915,11,Wisconsin,Central,Small Market,Herbal Tea,Chamomile,Decaf
3852,117,111,199,76,32,21,580,12,California,West,Major Market,Herbal Tea,Lemon,Decaf
3853,83,110,194,72,54,23,650,13,Missouri,Central,Small Market,Herbal Tea,Mint,Decaf
3854,171,157,282,108,42,30,971,8,Ohio,Central,Major Market,Tea,Darjeeling,Regular
3855,276,281,554,239,95,74,1246,9,Washington,West,Small Market,Tea,Earl Grey,Regular
3856,39,51,96,39,25,12,541,10,Texas,South,Major Market,Tea,Green Tea,Regular
3857,40,173,318,125,146,113,898,5,Texas,South,Major Market,Coffee,Amaretto,Regular
3858,334,341,637,257,116,84,1662,6,Utah,West,Small Market,Coffee,Columbian,Regular
3859,-110,-13,116,122,61,39,2555,1,Ohio,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
3860,367,390,693,260,143,91,2548,2,Texas,South,Major Market,Espresso,Caffe Latte,Regular
3861,-174,-24,139,154,93,50,3654,3,Connecticut,East,Small Market,Espresso,Caffe Mocha,Regular
3862,221,239,509,239,90,66,1755,4,Oregon,West,Small Market,Espresso,Decaf Espresso,Decaf
3863,332,341,637,257,117,84,1662,11,Louisiana,South,Small Market,Espresso,Regular Espresso,Regular
3864,221,239,509,239,90,66,1755,12,New Mexico,South,Small Market,Herbal Tea,Chamomile,Decaf
3865,-539,-255,22,255,129,96,7058,13,Massachusetts,East,Major Market,Herbal Tea,Lemon,Decaf
3866,39,173,318,125,147,113,898,8,Washington,West,Small Market,Herbal Tea,Mint,Decaf
3867,178,213,391,154,93,50,1132,9,California,West,Major Market,Tea,Darjeeling,Regular
3868,169,176,318,122,62,39,789,10,Texas,South,Major Market,Tea,Earl Grey,Regular
3869,21,31,55,21,17,5,846,5,Ohio,Central,Major Market,Tea,Green Tea,Regular
3870,25,35,62,23,18,6,800,6,Iowa,Central,Small Market,Coffee,Amaretto,Regular
3871,-3,43,82,34,45,12,240,2,New York,East,Major Market,Coffee,Columbian,Regular
3872,10,37,72,31,30,9,1000,3,New York,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3873,47,43,46,0,11,0,430,4,California,West,Major Market,Espresso,Caffe Latte,Regular
3874,24,32,56,21,16,5,480,11,Oregon,West,Small Market,Espresso,Caffe Mocha,Regular
3875,95,123,218,82,59,27,788,12,California,West,Major Market,Espresso,Decaf Espresso,Decaf
3876,113,127,232,91,51,28,656,13,Florida,East,Major Market,Espresso,Regular Espresso,Regular
3877,25,36,65,25,19,7,820,8,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3878,108,115,218,90,42,29,572,9,Iowa,Central,Small Market,Herbal Tea,Lemon,Decaf
3879,18,66,128,54,54,20,404,4,Ohio,Central,Major Market,Herbal Tea,Mint,Decaf
3880,40,71,131,52,44,17,405,5,Missouri,Central,Small Market,Tea,Darjeeling,Regular
3881,135,161,343,161,70,45,1267,6,Oklahoma,South,Small Market,Tea,Earl Grey,Regular
3882,-7,71,130,51,76,46,503,1,New York,East,Major Market,Tea,Green Tea,Regular
3883,31,84,153,60,63,19,463,2,New Hampshire,East,Small Market,Coffee,Amaretto,Regular
3884,43,64,114,43,35,13,419,3,New York,East,Major Market,Coffee,Columbian,Regular
3885,85,99,169,60,42,18,329,11,Wisconsin,Central,Small Market,Coffee,Decaf Irish Cream,Decaf
3886,46,67,120,46,36,14,449,12,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
3887,0,84,153,60,84,54,606,13,Massachusetts,East,Major Market,Espresso,Caffe Mocha,Regular
3888,171,188,334,125,73,41,1119,8,Illinois,Central,Major Market,Espresso,Decaf Espresso,Decaf
3889,70,71,127,48,24,13,829,9,California,West,Major Market,Espresso,Regular Espresso,Regular
3890,15,29,54,22,19,7,573,4,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3891,24,70,134,56,54,21,385,5,Illinois,Central,Major Market,Herbal Tea,Lemon,Decaf
3892,71,94,185,80,46,24,1055,6,New York,East,Major Market,Herbal Tea,Mint,Decaf
3893,83,99,178,68,43,21,438,2,Missouri,Central,Small Market,Tea,Darjeeling,Regular
3894,25,134,245,96,117,87,683,3,Iowa,Central,Small Market,Tea,Earl Grey,Regular
3895,159,182,387,181,75,50,1283,8,New York,East,Major Market,Tea,Green Tea,Regular
3896,-6,73,133,52,77,47,509,9,California,West,Major Market,Coffee,Amaretto,Regular
3897,47,79,147,59,47,19,411,10,Missouri,Central,Small Market,Coffee,Columbian,Regular
3898,22,69,132,55,54,20,410,11,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
3899,43,68,133,57,39,17,1042,12,Texas,South,Major Market,Espresso,Caffe Latte,Regular
3900,104,112,213,88,42,29,561,13,Nevada,West,Small Market,Espresso,Caffe Mocha,Regular
3901,71,73,131,50,25,14,589,5,California,West,Major Market,Espresso,Decaf Espresso,Decaf
3902,86,114,201,75,56,24,659,6,Illinois,Central,Major Market,Espresso,Regular Espresso,Regular
3903,190,172,309,118,44,33,930,1,Iowa,Central,Small Market,Herbal Tea,Chamomile,Decaf
3904,40,52,98,40,25,13,536,2,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
3905,125,117,211,81,33,22,984,3,California,West,Major Market,Herbal Tea,Mint,Decaf
3906,188,172,309,118,45,33,930,8,Wisconsin,Central,Small Market,Tea,Darjeeling,Regular
3907,40,52,98,40,25,13,536,9,New York,East,Major Market,Tea,Earl Grey,Regular
3908,125,117,211,81,33,22,984,10,New York,East,Major Market,Tea,Green Tea,Regular
3909,71,73,131,50,25,14,589,11,Colorado,Central,Major Market,Coffee,Amaretto,Regular
3910,88,114,201,75,55,24,659,12,Colorado,Central,Major Market,Coffee,Columbian,Regular
3911,291,304,567,228,108,75,1691,5,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3912,191,212,451,211,83,59,1778,6,Ohio,Central,Major Market,Espresso,Caffe Latte,Regular
3913,206,239,439,173,100,57,1150,2,Florida,East,Major Market,Espresso,Caffe Mocha,Regular
3914,157,165,296,113,59,36,803,3,California,West,Major Market,Espresso,Decaf Espresso,Decaf
3915,291,304,567,228,108,75,1691,8,Florida,East,Major Market,Espresso,Regular Espresso,Regular
3916,159,165,296,113,58,36,803,9,Illinois,Central,Major Market,Herbal Tea,Chamomile,Decaf
3917,191,212,451,211,83,59,1778,11,Massachusetts,East,Major Market,Herbal Tea,Lemon,Decaf
3918,257,300,581,245,127,93,1784,12,Nevada,West,Small Market,Herbal Tea,Mint,Decaf
3919,24,34,60,22,18,6,802,5,Massachusetts,East,Major Market,Tea,Darjeeling,Regular
3920,46,43,46,0,12,0,387,6,Florida,East,Major Market,Tea,Earl Grey,Regular
3921,12,24,42,15,16,4,848,1,Utah,West,Small Market,Tea,Green Tea,Regular
3922,7,35,68,29,30,8,1003,2,California,West,Major Market,Coffee,Amaretto,Regular
3923,-4,13,25,10,16,3,596,3,Texas,South,Major Market,Coffee,Columbian,Regular
3924,-12,62,113,44,70,40,325,8,Florida,East,Major Market,Coffee,Decaf Irish Cream,Decaf
3925,-13,40,130,82,49,25,1804,9,Illinois,Central,Major Market,Espresso,Caffe Latte,Regular
3926,13,47,87,35,38,11,248,11,Missouri,Central,Small Market,Espresso,Caffe Mocha,Regular
3927,-4,42,81,34,45,12,211,12,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
3928,-6,41,79,33,45,12,243,13,California,West,Major Market,Espresso,Regular Espresso,Regular
3929,76,78,141,54,27,15,885,5,Texas,South,Major Market,Herbal Tea,Chamomile,Decaf
3930,40,48,86,33,21,9,836,6,California,West,Major Market,Herbal Tea,Lemon,Decaf
3931,56,102,196,82,64,31,601,2,Texas,South,Major Market,Herbal Tea,Mint,Decaf
3932,56,81,160,69,43,21,1060,3,New York,East,Major Market,Tea,Darjeeling,Regular
3933,43,48,85,32,19,8,482,8,Illinois,Central,Major Market,Tea,Earl Grey,Regular
3934,45,52,94,36,22,10,862,9,Florida,East,Major Market,Tea,Green Tea,Regular
3935,92,119,210,78,57,25,798,11,Massachusetts,East,Major Market,Coffee,Amaretto,Regular
3936,132,143,261,102,54,31,666,12,California,West,Major Market,Coffee,Columbian,Regular
3937,159,182,387,181,75,50,1283,5,Connecticut,East,Small Market,Coffee,Decaf Irish Cream,Decaf
3938,24,69,132,55,53,20,410,6,Florida,East,Major Market,Espresso,Caffe Latte,Regular
3939,49,79,147,59,46,19,411,1,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3940,47,68,121,46,36,14,424,2,Florida,East,Major Market,Espresso,Decaf Espresso,Decaf
3941,-4,73,133,52,76,47,509,3,California,West,Major Market,Espresso,Regular Espresso,Regular
3942,71,88,150,53,40,16,321,8,New York,East,Major Market,Herbal Tea,Chamomile,Decaf
3943,40,47,83,31,20,8,856,9,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
3944,49,71,128,49,38,15,454,11,California,West,Major Market,Herbal Tea,Mint,Decaf
3945,3,86,157,61,84,55,613,12,New York,East,Major Market,Tea,Darjeeling,Regular
3946,67,89,175,75,44,23,1063,5,Oklahoma,South,Small Market,Tea,Earl Grey,Regular
3947,16,30,55,22,19,7,570,6,Wisconsin,Central,Small Market,Tea,Green Tea,Regular
3948,21,67,129,54,53,20,391,1,California,West,Major Market,Coffee,Amaretto,Regular
3949,24,130,239,94,114,85,694,2,Texas,South,Major Market,Coffee,Columbian,Regular
3950,76,103,192,77,52,25,557,3,Ohio,Central,Major Market,Coffee,Decaf Irish Cream,Decaf
3951,56,102,196,82,64,31,601,9,Texas,South,Major Market,Espresso,Caffe Latte,Regular
3952,56,81,160,69,43,21,1060,10,Florida,East,Major Market,Coffee,Amaretto,Regular
3953,76,78,141,54,27,15,885,11,California,West,Major Market,Coffee,Columbian,Regular
3954,49,54,96,36,21,10,809,13,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
3955,3,86,157,61,84,55,613,5,Florida,East,Major Market,Espresso,Caffe Latte,Regular
3956,39,71,132,53,45,17,380,6,Texas,South,Major Market,Espresso,Caffe Mocha,Regular
3957,181,195,346,130,73,42,1134,2,Connecticut,East,Small Market,Espresso,Decaf Espresso,Decaf
3958,16,30,55,22,19,7,570,8,Colorado,Central,Major Market,Espresso,Regular Espresso,Regular
3959,19,67,129,54,54,20,391,9,Oregon,West,Small Market,Herbal Tea,Chamomile,Decaf
3960,65,89,175,75,45,23,1063,10,Texas,South,Major Market,Herbal Tea,Lemon,Decaf
3961,34,42,75,28,19,7,875,11,Massachusetts,East,Major Market,Herbal Tea,Mint,Decaf
3962,42,47,83,31,19,8,856,13,Texas,South,Major Market,Tea,Darjeeling,Regular
3963,22,130,239,94,115,85,694,5,Louisiana,South,Small Market,Tea,Earl Grey,Regular
3964,76,103,192,77,52,25,557,6,Missouri,Central,Small Market,Tea,Green Tea,Regular
3965,93,119,210,78,56,25,798,2,Oklahoma,South,Small Market,Coffee,Amaretto,Regular
3966,132,143,261,102,54,31,666,3,New York,East,Major Market,Coffee,Columbian,Regular
3967,22,69,132,55,54,20,410,9,New Hampshire,East,Small Market,Coffee,Decaf Irish Cream,Decaf
3968,46,52,94,36,21,10,862,11,New York,East,Major Market,Espresso,Caffe Latte,Regular
3969,43,48,85,32,19,8,482,13,Wisconsin,Central,Small Market,Espresso,Caffe Mocha,Regular
3970,-12,68,128,52,76,47,554,5,Ohio,Central,Major Market,Espresso,Decaf Espresso,Decaf
3971,160,182,387,181,74,50,1283,7,Massachusetts,East,Major Market,Espresso,Regular Espresso,Regular
3972,481,379,484,75,55,24,-3287,2,Illinois,Central,Major Market,Herbal Tea,Chamomile,Decaf
3973,-6,41,79,33,45,12,243,9,California,West,Major Market,Herbal Tea,Lemon,Decaf
3974,12,24,42,15,16,4,848,11,California,West,Major Market,Herbal Tea,Mint,Decaf
3975,47,43,46,0,11,0,387,13,Illinois,Central,Major Market,Tea,Darjeeling,Regular
3976,-12,62,113,44,70,40,325,5,New York,East,Major Market,Tea,Earl Grey,Regular
3977,-4,42,81,34,45,12,211,7,Missouri,Central,Small Market,Tea,Green Tea,Regular
3978,45,67,120,46,37,14,316,1,Iowa,Central,Small Market,Coffee,Amaretto,Regular
3979,30,66,116,43,46,14,452,2,New York,East,Major Market,Coffee,Columbian,Regular
3980,303,331,614,245,127,93,1704,9,California,West,Major Market,Coffee,Decaf Irish Cream,Decaf
3981,-232,-65,171,225,91,69,4742,10,Missouri,Central,Small Market,Espresso,Caffe Latte,Regular
3982,125,117,211,81,33,22,984,11,California,West,Major Market,Espresso,Caffe Mocha,Regular
3983,188,172,309,118,45,33,930,12,Texas,South,Major Market,Espresso,Decaf Espresso,Decaf
3984,70,73,131,50,26,14,589,13,Nevada,West,Small Market,Espresso,Regular Espresso,Regular
3985,-300,-60,65,121,142,109,3385,5,California,West,Major Market,Herbal Tea,Chamomile,Decaf
3986,565,464,719,211,83,59,933,7,Illinois,Central,Major Market,Herbal Tea,Lemon,Decaf
3987,350,374,664,249,138,87,2580,2,Iowa,Central,Small Market,Herbal Tea,Mint,Decaf
3988,126,130,246,101,45,33,552,8,Texas,South,Major Market,Tea,Darjeeling,Regular
3989,56,102,196,82,64,31,601,9,California,West,Major Market,Tea,Earl Grey,Regular
3990,65,68,123,47,24,13,834,2,Wisconsin,Central,Small Market,Tea,Green Tea,Regular
